ID,M,N,K,TCC_HIT_RATE,time_ns,TCC_EA0_RDREQ,EA0_RDREQ_LEVEL
266,14336,4608,4096,0.4950874895411536,958459.0,16705718.0,6156865767.0
267,14336,4864,4096,0.30235841920783424,985819.0,25195729.0,9291344000.0
268,14336,5376,4096,0.318735290802608,1029243.5,27136557.0,10257265363.5
269,14336,7680,4096,0.44656691345875693,1486000.0,30842450.0,10933158215.0
270,14336,7936,4096,0.3569997617919246,1529943.0,37603909.0,14773225908.0
271,14336,8192,4096,0.7524783260544036,1359793.0,12685465.5,7056334782.5
272,14336,8448,4096,0.3775950824326,1718185.0,38625835.0,14301512552.0
273,14336,8704,4096,0.4577539823135912,1711332.0,34168627.0,12308283347.0
274,14336,14080,4096,0.4148309105741918,2756640.5,60140889.0,25545554804.5
275,14336,14336,4096,0.7184107619192328,2534712.0,26134744.0,13086432737.0
276,14336,16128,4096,0.4274423203622572,3137643.0,67247441.0,27339611365.0
277,14336,16384,4096,0.6719267421695185,2853365.5,36007700.5,17644612394.5
278,14336,16640,4096,0.42904368633398193,3158415.5,69164919.0,28098513554.5
279,14336,32512,4096,0.7013107006782446,5996877.5,63747952.0,28796302058.5
280,14336,32768,4096,0.716983931885092,5928981.0,60108848.0,26813355925.0
281,14336,33024,4096,0.7037148692230293,6006668.5,64111324.0,28909150041.5
282,14336,65536,4096,0.7374482813229616,12300937.0,109391821.0,50318358921.0
283,14336,65792,4096,0.7292536282203133,12197503.5,114051467.0,50732718706.0
284,14336,66048,4096,0.700421825854861,12227858.0,129621950.0,57031469693.0
285,14336,128256,4096,0.5322774200239584,25943360.0,426289314.0,149876663768.0
286,14336,130816,4096,0.5515282168776834,26312025.0,414479482.0,152930782417.0
287,14336,131072,4096,0.7048979806209534,24724352.0,253174681.0,113418988302.0
288,16128,2048,4096,0.47694513352538687,466991.5,8683787.5,3150816596.5
289,16128,4096,4096,0.6541235293054293,937627.0,10793509.5,4361361749.0
290,16128,4608,4096,0.5136284020788952,971638.0,18017553.0,6590839556.0
291,16128,4864,4096,0.3069350980010497,1028922.5,28141764.5,11678810036.5
292,16128,5376,4096,0.3186035207493756,1238635.0,30533628.0,11145736746.0
293,16128,7680,4096,0.4661867368879032,1705704.5,33328727.0,12058932487.0
294,16128,7936,4096,0.36571969141497096,1764932.5,41675196.5,15116406276.5
295,16128,8192,4096,0.7584798533586292,1574611.5,13823533.0,7733813625.0
296,16128,8448,4096,0.3754247307855435,1802267.0,43618982.0,18030682626.0
297,16128,8704,4096,0.4644877460126642,1972460.0,37906792.0,13667543581.5
298,16128,14080,4096,0.41867826565067534,3093179.0,67165614.0,27739488470.0
299,16128,14336,4096,0.7190210892540131,2801626.0,29321667.0,14528573819.0
300,16128,16128,4096,0.42489488861013724,3585867.0,76023178.5,32081402037.5
301,16128,16384,4096,0.6680011413040671,3323559.0,41091784.0,20228843945.0
302,16128,16640,4096,0.42435380355644015,3646578.0,78517629.0,32167460739.5
303,16128,32512,4096,0.4209549392674821,7404881.0,154403238.0,58829253845.0
304,16128,32768,4096,0.4246191527681619,7413251.0,154537264.0,58835413706.0
305,16128,33024,4096,0.4214273900797028,7459785.5,156690555.0,59037128114.0
306,16128,65536,4096,0.42258236418306283,15201322.5,310242094.5,114452368167.5
307,16128,65792,4096,0.4220224809733402,15213274.5,311770452.5,114734680813.0
308,16128,66048,4096,0.41923156783028204,15232608.0,314112919.0,114199861358.0
309,16128,128256,4096,0.3975006443019697,30252260.0,636390824.0,225409853088.0
310,16128,130816,4096,0.3981719448833246,30742749.0,648296949.0,228216519248.0
311,16128,131072,4096,0.3987564826982368,30800806.0,648701561.0,230710792780.5
312,16384,2048,4096,0.47676925258002656,468734.0,8825141.0,3211074624.5
313,16384,4096,4096,0.6517922738041975,937426.0,11052741.0,4492919475.0
314,16384,4608,4096,0.46331053722400994,953892.0,20440966.0,8834720681.0
315,16384,4864,4096,0.3084323499156505,1027120.0,28521165.0,12070359702.5
316,16384,5376,4096,0.31113737459387075,1237431.0,31388154.5,11524826374.0
317,16384,7680,4096,0.4650119416494901,1725172.5,33941244.5,12125976015.5
318,16384,7936,4096,0.3629809090841487,1741577.0,42536849.0,18049793693.0
319,16384,8192,4096,0.7518320263766561,1583143.5,14545829.5,8005420579.5
320,16384,8448,4096,0.36574246436414326,1830550.0,45065546.0,18288154969.5
321,16384,8704,4096,0.4679010932175403,1991508.0,38234457.0,13619261320.0
322,16384,14080,4096,0.4164160976890756,3109324.0,68526031.0,27996509957.0
323,16384,14336,4096,0.7173709580412705,2820457.0,30005506.0,14760825296.0
324,16384,16128,4096,0.4241141506420192,3617836.0,77346906.0,31820543506.0
325,16384,16384,4096,0.6612104926296949,3368206.0,42769247.0,20249453862.5
326,16384,16640,4096,0.42787714123268233,3742139.0,79224243.0,31329922767.0
327,16384,32512,4096,0.7125911148634505,7589936.0,69471304.0,24654485803.0
328,16384,32768,4096,0.6506955104303354,7712018.0,88693477.0,31324413571.0
329,16384,33024,4096,0.703618809160636,7098388.0,73041944.0,33745493270.0
330,16384,65536,4096,0.7336437457668533,13851707.0,127317983.0,59790527225.0
331,16384,65792,4096,0.6939019190676914,15499223.0,151827125.0,53061601897.0
332,16384,66048,4096,0.6957145280613747,14152587.0,150428125.5,67708447413.0
333,16384,128256,4096,0.47492003232804364,30039341.0,554970350.0,194348848048.0
334,16384,130816,4096,0.4906238001307639,30665950.0,547099326.0,193119588796.5
335,16384,131072,4096,0.7012925513472915,28396104.0,293702734.0,132177654126.0
336,16640,2048,4096,0.4770512764378169,468654.0,8956339.0,3297460325.0
337,16640,4096,4096,0.6474702455446536,933221.5,11391266.0,5317626896.0
338,16640,4608,4096,0.44792259997626677,974262.0,21424133.5,9053985639.0
339,16640,4864,4096,0.31063110420179874,1234828.0,28866519.0,10655201434.0
340,16640,5376,4096,0.30989281354897774,1247285.5,31941108.5,12000364520.5
341,16640,7680,4096,0.4600158469744713,1728138.0,34830491.0,14035023346.5
342,16640,7936,4096,0.35592227178950453,1782118.0,43725713.5,18114714015.5
343,16640,8192,4096,0.7533418400343814,1579137.0,14657360.0,8182472477.0
344,16640,8448,4096,0.3657916990354114,2013060.0,45765304.0,16562288774.0
345,16640,8704,4096,0.464651247840088,1987622.0,39096764.0,14036787466.0
346,16640,14080,4096,0.41395915728304783,3152166.0,69919805.5,28114003210.0
347,16640,14336,4096,0.7201132009223227,2813445.0,30105983.0,14863996659.0
348,16640,16128,4096,0.42643477885911585,3629712.0,78205206.0,32451432568.0
349,16640,16384,4096,0.6603254621515606,3366122.5,43573161.5,20810124632.0
350,16640,16640,4096,0.42521379217101374,3704644.5,80876143.0,32306537514.5
351,16640,32512,4096,0.4201692038003247,7667673.0,159343064.0,61054728175.0
352,16640,32768,4096,0.4245131744568665,7692986.5,159469378.5,61065189869.0
353,16640,33024,4096,0.421959292507764,7719227.0,161487902.5,60774921368.5
354,16640,65536,4096,0.4240192610001377,15536467.0,319196345.0,117600730537.0
355,16640,65792,4096,0.4229444130287706,15591338.0,321140706.5,117544414385.0
356,16640,66048,4096,0.421648769127028,15810839.0,323142390.5,117703727592.5
357,16640,128256,4096,0.4012841665053994,31088693.0,652038450.0,231496638183.0
358,16640,130816,4096,0.39712078115330374,31736261.5,670161534.5,238200331924.5
359,16640,131072,4096,0.3979452353756119,31808305.0,670455855.0,239257007282.5
360,32512,2048,4096,0.474591013244377,979870.5,17599872.5,7155063467.5
361,32512,4096,4096,0.6661459988365657,1628851.0,20851820.0,12107761846.0
362,32512,4608,4096,0.4921194878930975,2014502.5,38125807.0,14749394261.0
363,32512,4864,4096,0.3135233882239621,2119138.0,56132783.0,23210597851.0
364,32512,5376,4096,0.3162614441283441,2378281.0,61770908.0,25547302865.0
365,32512,7680,4096,0.42132257922134136,3391940.0,73479859.0,30034075806.0
366,32512,7936,4096,0.36670844720258633,3513480.5,83857414.0,33469303911.0
367,32512,8192,4096,0.7552076892728815,3282839.0,28354317.5,15116653551.5
368,32512,8448,4096,0.3707366006339013,3771742.0,88644739.0,35079354113.5
369,32512,8704,4096,0.4339368185928887,3898691.0,81269153.0,32806440511.0
370,32512,14080,4096,0.41470462163858235,6315388.0,136411579.0,51849627810.0
371,32512,14336,4096,0.6631100686592696,5944560.0,73764752.0,34346657941.0
372,32512,16128,4096,0.42127931080889325,7403179.0,154311732.0,58859403034.0
373,32512,16384,4096,0.6241510280772957,6812805.0,95969388.0,44994442265.0
374,32512,16640,4096,0.4187492475216188,7654368.0,159978862.0,61497468605.0
375,32512,32512,4096,0.44993094928025745,16108359.0,294030303.0,132310052344.0
376,32512,32768,4096,0.5883873898124736,15413692.0,213170038.0,143486090380.0
377,32512,33024,4096,0.44383504279580427,16108975.0,302336976.0,157376634374.0
378,32512,65536,4096,0.44258930662548157,32641821.0,601374927.5,238782185105.5
379,32512,65792,4096,0.44157190681265046,33140226.5,605033463.0,245102970019.0
380,32512,66048,4096,0.43535911129630944,33317705.0,614418508.5,253746403023.0
381,32768,2048,4096,0.47495829656799554,975283.5,17719927.5,7289690101.0
382,32768,4096,4096,0.6603459065076516,1624303.5,21453875.5,12561745525.5
383,32768,4608,4096,0.4478184324297243,1983415.5,42188977.5,17744207463.5
384,32768,4864,4096,0.30984983618793327,2142850.0,56904042.0,23321615813.0
385,32768,5376,4096,0.3183895750512745,2388495.0,62046450.0,25614338978.0
386,32768,7680,4096,0.4054036740872844,3420784.0,76311948.0,30645287151.0
387,32768,7936,4096,0.36168858629530565,3664783.0,85251166.0,35124053028.5
388,32768,8192,4096,0.7542063652821995,3286564.0,28729007.0,15251739413.0
389,32768,8448,4096,0.3704892828624432,3793372.0,89380778.5,35193178510.0
390,32768,8704,4096,0.43455698726800884,3912669.5,81809146.0,33040519345.5
391,32768,14080,4096,0.4130673621796769,6559751.0,137910710.0,53055802896.0
392,32768,14336,4096,0.6638969865764368,5953069.5,74137465.5,34456204936.5
393,32768,16128,4096,0.42041727564119125,7403999.0,155781186.0,59422770490.0
394,32768,16384,4096,0.6260634633077635,7092757.5,95945386.0,35327358289.5
395,32768,16640,4096,0.4217709063631963,7674359.0,160312104.0,61733627120.0
396,32768,32512,4096,0.44787784652555995,16162474.5,297574844.0,133227140012.5
397,32768,32768,4096,0.5824543767518022,15429931.5,218426585.5,145898943530.5
398,32768,33024,4096,0.44875005759686104,16512060.0,301724987.5,153755008142.0
399,32768,65536,4096,0.6485228742896276,30323306.0,357434321.0,205741980284.0
400,32768,65792,4096,0.646106509530705,31009625.0,361778381.5,221565905608.0
401,32768,66048,4096,0.6357594002417404,30997421.5,375638090.5,223613049890.0
402,33024,2048,4096,0.4756714363127909,977767.0,17833952.0,7339668651.0
403,33024,4096,4096,0.6628578639883476,1629091.0,21430327.5,12571339639.5
404,33024,4608,4096,0.4831227101760319,1988343.5,39496050.5,16675222577.0
405,33024,4864,4096,0.31511166370458976,2303609.0,56873001.5,24222384522.0
406,33024,5376,4096,0.3182534778556526,2396026.0,62544728.0,25696387666.0
407,33024,7680,4096,0.43316690384235834,3429376.5,72947288.0,29187995227.0
408,33024,7936,4096,0.36610337447757135,3666585.0,85266767.0,35507933171.5
409,33024,8192,4096,0.7552633961012091,3292433.0,28792634.0,15271096320.0
410,33024,8448,4096,0.37050001806997757,3936446.5,90077510.0,37410890585.0
411,33024,8704,4096,0.43496445386958477,3915936.5,82382586.5,33215179787.5
412,33024,14080,4096,0.4144716060348034,6544405.0,138622230.0,53179977327.0
413,33024,14336,4096,0.6663509779570582,5960864.0,74062969.5,34521975723.5
414,33024,16128,4096,0.42081299616652484,7411846.0,156880576.0,59438242423.0
415,33024,16384,4096,0.6170267552583261,7084522.0,99445130.0,46579371193.0
416,33024,16640,4096,0.41982818322981363,7682511.0,162163491.5,61610057592.0
417,33024,32512,4096,0.44909149369180257,16260184.0,299167673.5,134174846228.5
418,33024,32768,4096,0.6012078529958831,15639246.5,208695299.0,136097961411.0
419,33024,33024,4096,0.4472131920484534,16590596.0,305023137.0,152920622979.0
420,33024,65536,4096,0.44121552247169393,33172725.5,612621332.5,245589375401.0
421,33024,65792,4096,0.43721030240541026,33599114.5,619902911.0,266064986996.5
422,33024,66048,4096,0.4314837202889914,33745155.0,629134579.0,265249237109.0
423,65536,2048,4096,0.4766283033855756,1762368.0,35309313.0,16343029102.5
424,65536,4096,4096,0.6690758665051095,3368304.0,41583411.0,23356872330.0
425,65536,4608,4096,0.4609162502900791,4184795.0,82143245.5,33325934820.0
426,65536,4864,4096,0.3090043385453249,4461178.5,113948707.0,45028403670.0
427,65536,5376,4096,0.31860490187744445,4996436.5,124039154.5,48930997521.0
428,65536,7680,4096,0.41286751907810265,7145411.0,150504468.0,57591371695.0
429,65536,7936,4096,0.36584458001540454,7476242.5,169276470.5,65476306096.5
430,65536,8192,4096,0.755550761157634,6615271.0,56710667.0,28786796289.0
431,65536,8448,4096,0.3717912143712004,7832073.0,178345432.0,67064995052.5
432,65536,8704,4096,0.4131159627790131,8027219.5,170486683.0,63723636632.5
433,65536,14080,4096,0.408600695240755,13205343.5,278130895.0,102055381666.0
434,65536,14336,4096,0.6087761950826712,12363616.0,177399158.0,80253732637.0
435,65536,16128,4096,0.4125762092237562,15147519.0,316217954.5,116394346080.0
436,65536,16384,4096,0.5843633325219362,14630453.0,217194713.0,76769100455.0
437,65536,16640,4096,0.4167785314930912,15588596.0,323676554.0,118588957381.0
438,65536,32512,4096,0.4445704094681615,32819545.5,599103951.5,252805749938.0
439,65536,32768,4096,0.6065620649247391,31397329.5,407704917.5,266228548607.0
440,65536,33024,4096,0.437191934225697,32954095.5,617520212.5,292868955476.5
441,65792,2048,4096,0.4768232781073132,1790971.0,35432659.0,16090825879.0
442,65792,4096,4096,0.6733904010951759,3371829.0,41092338.0,22933461570.0
443,65792,4608,4096,0.4611727384507973,4186193.5,82420609.0,33463120314.5
444,65792,4864,4096,0.31250204419150984,4624845.0,113764050.0,46562761817.0
445,65792,5376,4096,0.3160303548315295,4990526.5,125035881.0,49491408272.0
446,65792,7680,4096,0.4120559582714131,7155189.0,151321592.0,57521086408.0
447,65792,7936,4096,0.3657101320275375,7501863.0,169977967.0,65396102198.0
448,65792,8192,4096,0.7526222397965365,6828124.5,57820106.0,29472603012.5
449,65792,8448,4096,0.37173101627311833,7847754.5,179062261.0,67070486852.0
450,65792,8704,4096,0.4103276760922396,8031529.0,172052099.0,64637963323.0
451,65792,14080,4096,0.4074442157562638,13184025.5,279819663.0,102829315771.0
452,65792,14336,4096,0.6072118656327261,12370590.0,178918801.0,81198928145.0
453,65792,16128,4096,0.4129265722359541,15171091.0,317244009.0,117199864851.0
454,65792,16384,4096,0.5848638828783228,14823755.5,217684962.5,77951338065.0
455,65792,16640,4096,0.41772040487637074,15513275.0,324363207.0,119464047080.0
456,65792,32512,4096,0.44209823692202327,32903991.0,604418528.0,263496698410.0
457,65792,32768,4096,0.6025618357728089,31547915.0,414592210.5,268127941852.5
458,65792,33024,4096,0.4360474806649097,33282272.0,621334316.0,285248340864.0
459,66048,2048,4096,0.47666607062965055,1773584.0,35581804.0,16341020272.0
460,66048,4096,4096,0.6709303909892816,3373111.0,41626653.0,23258520287.0
461,66048,4608,4096,0.454668185323888,4202499.0,83854958.5,33762423658.0
462,66048,4864,4096,0.31075586370207153,4625766.5,114522074.0,47003285139.5
463,66048,5376,4096,0.3177061180033822,5021110.5,125187853.5,48959376913.5
464,66048,7680,4096,0.38338403376823493,7210233.0,160087753.0,60862436787.0
465,66048,7936,4096,0.3635720366503744,7520830.0,171268744.0,65545671571.0
466,66048,8192,4096,0.753922539676632,6842827.0,57654773.5,29429516991.0
467,66048,8448,4096,0.3710679467718559,8040859.0,179964891.0,68990813251.0
468,66048,8704,4096,0.41246203365010115,8031852.0,172029928.0,64508770681.0
469,66048,14080,4096,0.4081560665605945,13205125.0,280535105.5,103040422124.0
470,66048,14336,4096,0.6079097403862976,12373790.0,179244874.0,81614792260.0
471,66048,16128,4096,0.4144306666609524,15232761.5,317575958.0,116359623917.0
472,66048,16384,4096,0.5847454577203162,14853192.0,218598453.0,78149018027.0
473,66048,16640,4096,0.4131902725520613,15743542.0,328422676.0,121064875501.0
474,66048,32512,4096,0.44343254158114975,32960060.5,605162680.5,263530912596.5
475,66048,32768,4096,0.6027926799899317,31962495.0,415921547.0,267162195842.0
476,66048,33024,4096,0.43686314161303663,33348727.5,622743454.5,289733161162.5
477,128256,2048,4096,0.47676276220868585,3677501.5,69084592.5,31115254086.5
478,128256,4096,4096,0.6737778656553521,6736292.5,79985765.0,42922994279.5
479,128256,4608,4096,0.43638390880505323,8326825.5,168902813.5,63531287763.0
480,128256,4864,4096,0.3098072371705016,9171455.0,222707404.0,84639804316.0
481,128256,5376,4096,0.3150225357245044,10011337.0,244125706.5,92505698929.5
482,128256,7680,4096,0.37253644988691914,14243440.0,316876602.0,115786759552.0
483,128256,7936,4096,0.36187450421809697,14796999.5,333543262.5,123262797176.0
484,128256,8192,4096,0.7112862730465684,13318871.0,137180543.0,67854609410.5
485,128256,8448,4096,0.370701942367772,15694468.0,349681378.0,129206961466.5
486,128256,8704,4096,0.39429063788241614,16145719.5,345460274.5,126420786074.5
487,128256,14080,4096,0.4050919042481943,26006055.5,547868470.5,196961448598.5
488,128256,14336,4096,0.6050047375170292,24891960.0,351071347.0,137725304611.0
489,128256,16128,4096,0.4110367670908678,29750192.0,620638554.0,223006391713.0
490,128256,16384,4096,0.5587332930105867,29275852.0,455310524.0,161178487168.0
491,128256,16640,4096,0.40832487304866594,30912126.5,643588933.0,232078188756.5
492,130816,2048,4096,0.4769131111704901,3710130.0,70439421.0,31355095168.0
493,130816,4096,4096,0.6748511283881743,6788526.0,81257605.0,43382817777.0
494,130816,4608,4096,0.4233205082000073,8604935.0,176703011.0,66616127665.0
495,130816,4864,4096,0.3104878561364933,9166245.5,226909678.5,85794308178.5
496,130816,5376,4096,0.31486669623975294,10276569.0,249057915.0,95215961972.0
497,130816,7680,4096,0.3684110559555033,14521631.5,325532570.5,118659024511.0
498,130816,7936,4096,0.36265431883130717,15139887.0,339744585.5,125046512358.5
499,130816,8192,4096,0.7175832831289165,13564516.0,136117982.0,67725030209.0
500,130816,8448,4096,0.37002232428730913,15938887.5,357082674.5,131983977427.0
501,130816,8704,4096,0.39714048465755847,16384846.0,350529704.0,129233730237.0
502,130816,14080,4096,0.40267821707028106,26535536.5,561307286.0,201862049623.5
503,130816,14336,4096,0.5988755224418032,25814336.0,364544253.0,130178754064.5
504,130816,16128,4096,0.4119460917391776,30349785.0,631946038.0,226619180095.0
505,130816,16384,4096,0.556995218117679,29884589.0,466497753.0,165848479741.0
506,130816,16640,4096,0.40941993842932917,31432072.5,655095627.5,237578423534.5
507,131072,2048,4096,0.47689665931670466,3752713.5,70579497.5,30913500597.5
508,131072,4096,4096,0.6728238063598153,6787086.0,81375710.0,43143722537.5
509,131072,4608,4096,0.4229688944574672,8609019.0,177167982.0,66889976487.0
510,131072,4864,4096,0.3087122375645303,9215420.0,227990563.5,85708251152.0
511,131072,5376,4096,0.3149717876730554,10326358.0,249505258.0,94638597462.0
512,131072,7680,4096,0.37186570662401686,14579294.5,324213003.5,117764888351.0
513,131072,7936,4096,0.3632877102048102,15089660.0,340038872.0,125364177153.0
514,131072,8192,4096,0.7110150908566257,13585502.0,140352391.5,69921512582.5
515,131072,8448,4096,0.3698307213961787,15958837.5,357902077.5,132226769002.5
516,131072,8704,4096,0.3944652548236565,16421742.0,352935071.0,128703087242.0
517,131072,14080,4096,0.4034008905259735,26662620.0,561650281.0,202101145036.0
518,131072,14336,4096,0.6056817677551293,25339997.5,358061352.0,145897721146.0
519,131072,16128,4096,0.40964463304458804,30628690.0,635911052.0,228524965080.0
520,131072,16384,4096,0.5611138958819701,29702001.0,462449207.0,164080492948.0
521,131072,16640,4096,0.412142293061459,31506324.5,653034781.0,235262162639.5
